business_id,name,city,state,stars,category
UvGiBbey4LfRNLDDyJ1MTA,Anthony's Cucina Fresca,Downingtown,PA,4.0,Italian
kIEPaEAFR0QoFDqsE0elkQ,The Hop Stop,Nashville,TN,4.5,American
O_Pnq77cn8PgTdq1ecd4nA,Hong Kong,Gulfport,FL,3.0,Chinese
FxG4XkAbCzH4_mORu5TMkQ,Bob Evans Restaurant,Exton,PA,2.5,American
-2KK9cqa26KZ1xrfOm9A7w,China Dragon,Ivyland,PA,3.0,Chinese
61q-hsw2f57aIpwTvSPP6A,Jalapeños Bar & Grill Broadway,Boise,ID,4.0,Mexican
u9modXzD6V2Gbpq0YS9W6Q,Oishi,Newtown,PA,4.0,Korean
jTDYiMkMSha7Fvb6hEY5kw,Station Bistro,Phoenixville,PA,3.0,French
WPY4cegnq7NDBMe9KV6WPg,House of Chiu,Belleville,IL,4.0,Chinese
Z0VmjWiD6t-n1_YBsYVFCQ,Stove and Tap,West Chester,PA,4.0,American
mdb_Ri2eqVGG1C-7Cuyplg,Double Tap Pub,Boise,ID,3.5,Thai
XCJ8N1GrV9Gdgbyp1U05NQ,Key Food Pizza,Philadelphia,PA,3.0,American
29Mm3hQIzlqjHBvyMxA8rA,Mamas Kitchen,Seminole,FL,4.0,American
LFTOIz1syowvnPw1pB0xVw,Checkers,St. Petersburg,FL,1.5,American
d_Be8ArZ82bMWSJ2EMV6Xw,Pizza Boli's,Camden,NJ,2.5,Italian
bfiEKM1pgaupfwfYhwB1Mg,Asian Cuisine Boise,Boise,ID,3.5,Vietnamese
FJl6LCHbqiM9mvSwDjFAjw,Kim's Restaurant,Philadelphia,PA,4.0,Korean
o65oF9scUkixVW04MQI9hA,Rho Ristorante Discoteca,Trenton,NJ,2.0,Italian
S44cH9_iPKIw9ni-WoiRrg,China King,Florissant,MO,4.0,Chinese
9IC7SB4GLZi-oS-w85j5AA,China Village,Nashville,TN,3.5,Chinese
r-4s-gfqw85G1O6cmgog7g,Rick's Grille,New Orleans,LA,4.5,American
5TwBLv_xV0LawqkbIllEVg,Aloha To Go,Indian Shores,FL,4.5,Hawaiian
egDsfkn6ZYrYRnlGe4I94g,FinBomb Sushi Burrito & Poke Bar,Reno,NV,4.0,Japanese
WmbwdluLzN8qXfYjYKPkqA,Sedona Taphouse,Phoenixville,PA,3.5,American
3ekiu6SPjwXvrizZymMqbg,Delicias Mexican Grill,Tucson,AZ,4.5,Mexican
xZ8xX5epDVMqD6mklwtP3g,Mama Yolanda's Italian Restaurant,Philadelphia,PA,2.0,Italian
tW4w9WGwyxJ03PMabnqQkQ,Olive Garden Italian Restaurant,Langhorne,PA,3.0,Italian
Hp1nkc3c3Q7_8oKXFn0vbw,Moe Joe's Breakfast Eatery,Meridian,ID,4.5,American
a8lpo_f90MkG38-g6Dv6dw,Manayunk Café,Philadelphia,PA,1.5,American
trmW08Ab1d1lWpVhvNIm3g,Nikos Brick Oven Pizza & Grill,Media,PA,3.5,Greek
d5G3dpdyO60CYHukoM-_FQ,Rosalita's Cantina,Saint Louis,MO,3.5,Mexican
6CuYCvwVRXjdDTKjFP_FJw,The Lure Ono,St Petersburg,FL,4.5,Mexican
cmCcPWJtdRROb4n8QNljww,Brooklyn Rolls,Tucson,AZ,4.0,Italian
K7vvEwRd6Y8gRftjeuASuQ,Mykonos,Tarpon Springs,FL,4.5,Greek
PtVJoVOcsll8TP2HnArLsw,Tyler's Bar & Grille,Wilmington,DE,3.0,American
D9LrenrSj83Bt9QBED7eCQ,Star Karaoke & Cafe,Saint Louis,MO,3.5,Chinese
3npVYXZ6w1nUDL3Mi9UQpA,Hooters,Spring Hill,FL,2.5,American
U7XK2Ki-PGx87IgXxH55IQ,Divan Turkish Kitchen,Philadelphia,PA,3.0,Mediterranean
I8IPPZvEPdb_xG0nGIMyjA,Thai Chef & Noodle Fusion,Penndel,PA,4.5,Thai
2hCJpE5I2OfEToUGcvdGRQ,Wajoe,Philadelphia,PA,3.0,Korean
Go3GtC1yLModu489NPtfMw,Mirror Restaurant,Nashville,TN,3.0,American
Z1YH3dvDwdM6_isWY4jtrQ,Peninsula,Nashville,TN,4.5,Spanish
_afbAT4NgVAscxIOFOwr0Q,Charanns Tavern,Tampa,FL,3.5,American
rvbqvQod-USx8EpjXtJNdw,Boise Fry Company,Boise,ID,4.0,American
V7-YzHrBVY8lLHaG_kS7AQ,Tei Too,Webster Groves,MO,3.5,Thai
AYvvx-AeplhRrER9MP5gcA,Bonefish Grill,Belleair Bluffs,FL,3.5,American
PHRTIC0zE-0weQuXIATWcA,Luxor,Indianapolis,IN,4.0,Greek
gLLJ-C6ldNN8SYnAjIr0eA,Alberto’s,Gallatin,TN,4.5,French
h7d_Gl_hX7pa37kknrA-eA,Mainland Inn,Harleysville,PA,4.0,American
6oWaOMzGPCe5fjZvINe6YQ,Sonobana Japanese Restaurant and Grocery,Nashville,TN,4.0,Japanese
gKRay6giNIWH2-u-7svQwg,Downtown'R,Tucson,AZ,3.0,American
08LQAC48MVFa27YZKahEkg,OB Clark's,Saint Louis,MO,3.5,American
zTZTx7_vhdvGk8bBe3vd3w,Madhuban Indian Cuisine,Boise,ID,4.0,Indian
TUOXiFkUGbjeYKJWWqz7YA,Fulton St. Bistro & Bar,New Orleans,LA,2.5,French
ijJLd8VHB-vPLWmHyyELYQ,Deerhead Hot Dogs,Newark,DE,4.0,American
MU38C5Fu2ER5PwwPWQMyHw,Hardee's,Saint Louis,MO,2.0,American
o3X9fjmFXk0chl7PcXv5uQ,Pho Thai Nam Restaurant,East Norriton,PA,4.0,Vietnamese
ey7YAkRmj7dDgmMsWYlm6A,Lapachanga Bar & Grill Arnold,Arnold,MO,2.5,Mexican
YedKs_jpocLcOHCzcRJ7cQ,Abe's Place Tap & Grill,Clearwater,FL,4.0,American
4SXaGSvFfz870jntat6ueQ,Main Street Deli,Boise,ID,4.5,Italian
jqnl080wAOhOhyCMrYddhw,Mexico City Kitchen,Indianapolis,IN,5.0,Mexican
yGyU_iKbbbjz7rLn0uD7Vg,Pepperoni's Cafe,New Orleans,LA,4.0,Italian
HenoZDc40e5y9Ilo4fLLaQ,Chiaro's Pizzeria & Restaurant- Skippack,Skippack,PA,3.0,Italian
GCcabh95JCvcZkY4Qhelhw,Goodi's Fresh Squeezed Lemonade,Sparks,NV,2.0,American
Hzlf5jiA0vj0R9tybekUIA,Wimauma,Tampa,FL,3.0,American
MfrKQl9zGFz_3SP9lpxQuQ,Popeyes Louisiana Kitchen,Metairie,LA,2.5,American
34RXMYBw5jx_eGVlotlkrA,O'Charley's Restaurant & Bar,Gallatin,TN,2.5,American
wWlllCtSiOyZfXWvMzZzfw,Jerry Bob's,Tucson,AZ,3.5,American
ZMx3hds9eH24geGkuOQN0A,Bangkok Thai,New Orleans,LA,3.5,Thai
XdsrjPUrTPwunXqRDY6sSA,Barrister's,Clayton,MO,3.5,American
FNmbZ_kJIq3hnuQ6hy3E-g,Roberto's Mexican Kitchen,Tucson,AZ,4.5,Mexican
_umVyfHrU42z4Mak-ixCmA,Filibertos,Tucson,AZ,2.5,Mexican
VeodynTzM0rC2OhkEDoQdg,Trident Grill III,Tucson,AZ,3.5,American
ndz5gn5knfCOdryATgMQVQ,China Buffet & Grill,Hendersonville,TN,2.5,Chinese
7SUOgtE3XmoKbLT5KuUYlA,Taj-E-India,Philadelphia,PA,4.5,Indian
fOTDwlJdgwuGTbYrjt_88Q,Nala Indian & Thai Cuisine,Exton,PA,3.5,Indian
OLaFLaDuUn83yhPTpBy63w,Cheddar's Scratch Kitchen,Tampa,FL,3.0,American
7BOX1QyL9mpLcyE4viEXuQ,Pipo's The Original Cuban Cafe,St. Petersburg,FL,4.0,Spanish
nKJ6RnjIVfWrXO2DUrBgCw,Nacho's Mexican Restaurant,Nashville,TN,3.0,Mexican
RqW9S4WG9UYZHKhHRHXJZg,Lolis Mexican Cravings,Tampa,FL,4.5,Mexican
vhWlxyLEWAbNOMtQ42yzFg,Norton's Pastrami & Deli,Santa Barbara,CA,4.5,American
KSGNi_Fjd2wfj-M_XV7s5Q,Los Amigos,Reno,NV,4.0,Mexican
RpnK2yoZLBl_y5kZKwUP9A,Burrito's Home,Camby,IN,4.0,Mexican
GUgIOkipkxvabF5jQCctVQ,Five Happiness Chinese Restaurant,New Orleans,LA,3.0,Chinese
U_X60dqUInqe-F3cvbY57Q,A Taste O' Home,Philadelphia,PA,2.5,American
HcG7Sov7XhrFT9RWD6kRsQ,Rancho Grande,Camby,IN,3.0,Mexican
iAa4Z0-rk2Hd_l2ZUygIMA,Miller's Ale House,Lansdale,PA,3.5,American
uPrgY60Ibnlc7zn323kg1Q,Bianca Pizza & Trattoria,Philadelphia,PA,2.5,Italian
AGZlpvY8u_WcmznFv0rlTA,Three Brothers Grill,Phoenixville,PA,4.0,Mexican
YP85XFaz4zohx0_F2RuLXg,Keystone Steak & Lemonade,Indianapolis,IN,4.0,American
PFk-usFhuzUOFg3EC7n1bg,Jugheads Patio Bar & Grill,New Orleans,LA,3.0,American
c_a38vt6v2tRq-VjdTZHZw,The Monarch,Santa Barbara,CA,4.0,American
hz_zPpBrGPuypuIptEmMeA,The Lemon Grass,St. Petersburg,FL,4.0,Thai
Rxfduakoz7HkW8_1BH8ruw,Nikos Greek Kitchen,Reno,NV,4.0,Greek
yIw9QbMZgwqNBsyuO5_kkQ,Golden Dragon,Tucson,AZ,3.5,Chinese
z5BLSMc92pwbGEqeaUPmDg,Syberg's Arnold,Arnold,MO,4.0,American
vSs6HuO0gw6YiBvbyv_bxg,Madison Grill,Indianapolis,IN,4.0,American
aVslIwCbkM8zEKcJ_c9qIg,TGI Fridays,Bensalem,PA,2.0,American
RRZ7p4EwjiWSKVQmOQRA3Q,Dolce Carini Italian Restaurant,Newtown,PA,3.5,Italian
Po3aZ9CLemP2E9PeovySPQ,Papa Kitchen,New Orleans,LA,4.0,Vietnamese
T9nNz9-3mfNga0T0Nfzvsw,Otto's Brauhaus,Horsham,PA,3.0,American
6lXiOczEhZTm3m7LK4KTcg,Fusion Wasabi,Tucson,AZ,3.5,Japanese
qTJFg2kfX-vmKhIgmmRsKg,La Tavola,Hainesport,NJ,3.5,Italian
njuDn4EZ1CIePWjrwg8Bcg,Canton,King of Prussia,PA,3.5,Chinese
YDq4238PuPkYhiLkdAZhKQ,Mythos Restaurant,West Chester,PA,3.0,Greek
kVLuUIP2N3vqcePYea2k6w,Red Lobster,Tampa,FL,3.0,American
5aylC28sgOxLa1OLF0BIRg,Johnny's Ristorante Italiano,Reno,NV,4.5,Italian
089cd4KNxpZ0Ii1tJps3Sw,Marsala Pizzeria,Prospect Park,PA,1.5,Italian
S0-IvLgMuzpjGI_DpLs_pQ,The Cub and Bunny,Cherry Hill,NJ,4.5,Korean
9JaoQxrPpDfQ_vbZFgSXIw,Neighbor Tim's BBQ,Goleta,CA,4.5,American
dJ2CzwEGQdOo3dcPWVwOPQ,13th Street Pub & Grill,Boise,ID,3.5,American
9p2FDdVHRscS9HrK_qRatw,Golden Corral Buffet & Grill,Boise,ID,3.5,American
10Ir9qoqfw4BVP6nukA_KA,Agave Mexican Cuisine,Chadds Ford,PA,4.0,Mexican
7jXWmKxweiMbKs8VVG8oYQ,Charlies Philly Steaks,Franklin,TN,3.0,American
SL5NMonPpul4mz9_YCgC4w,Fortune Village,Springfield,TN,4.0,Chinese
lzpUmq4lc2liO2q8A6WoCg,Panda Express,Indianapolis,IN,2.0,Chinese
k4T4Gl1qk809dkutykLc3Q,Rico Ricky Y El Gordito,Antioch,TN,4.0,American
ErHo53ixLHUoXFsJcnb6yQ,K-Fusion Korean BBQ,Meridian,ID,3.0,Korean
zkUHHsE-ktfrNlhL6CXalQ,The Terminal Restaurant,Willow Grove,PA,4.0,American
uMoHJJg3zFNjh09WxN8HWA,Taqueria Atexquita,New Castle,DE,3.5,Mexican
aVkwfRuU3tbLGyv1SYrAEw,Pizza Hut,Largo,FL,1.5,Italian
gw2KNhsl8KjuOO1r81Rd0g,Casa Mama Lolita,Dunedin,FL,4.5,Mexican
LYMGj11jXhuyD5wrMdyYpA,Show-Me's,Fairview Heights,IL,3.0,American
7hPD8P9LLMEfvnCt04-hyg,A & A Pizza,Hudson,FL,4.5,Italian
rApszehZejreNYb4yymzTw,Banner - University Medical Center Tucson Cafeteria,Tucson,AZ,3.5,American
1EjhKjQWQ2RsrAyvptNGIg,El Guerrero Mexican Grill,Pinellas Park,FL,4.0,Mexican
HOTN7nQufQ-WnBBXsB8-Ww,Nifty Fifty's,Turnersville,NJ,3.0,American
d5tOQdD8KA8v9YysvEGiiw,Waffle House,New Orleans,LA,2.5,American
cdEGU8IVYR1FrkFpNL2JNQ,Takumi Sushi Hibachi,Zionsville,IN,4.5,Japanese
f7bXl1Vv60bkuNG4ZtyF2w,Avellino Pizza Pasta & Grill,Harvey,LA,3.0,Italian
UU7HcAGZjR-FOOMSmmFMEQ,El Ranchero Mexican Grill and Bar,White House,TN,4.0,Mexican
5RP9gL2E-rZPet_2jOqp8A,Wok To Go,Gretna,LA,3.5,Chinese
RKk_Z3875_PRu00Aw50ElQ,Sang Tong Thai,Pennsville Township,NJ,5.0,Thai
mGvrybwAiigeSAn-sTNlCQ,Faraci Pizza,Ferguson,MO,4.5,Italian
uLmX3n3GqF7HwXtVjXd3Xg,Popeyes Louisiana Kitchen,Pottstown,PA,2.0,American
0LBWe0PB3rimYdcRKJCRdQ,Taco De Oro,Lutz,FL,5.0,Mexican
fzDhTUWuJhSKivYwRcj0EA,Erwin's Country Kitchen,Trevose,PA,4.0,American
wFNDV56dxETK8lpJKdCbCQ,Chino's Rock & Tacos,Isla Vista,CA,3.0,Mexican
7V-_PpeQfrD6PyEklSwEdg,The Olde World Bakery & Cafe,Eastampton,NJ,2.5,Italian
6RxJLsIoRSkUfvOxYP0sKQ,Mama Yang and Daughter,Nashville,TN,5.0,Chinese
7cwo9HROlj6UQFTlZJomlw,Popeyes Louisiana Kitchen,Indianapolis,IN,2.0,American
noiUCN8A9Vdm9pUbWX6K-w,Tydes Restaurant,Santa Barbara,CA,4.0,American
88I_hsGjDXPs9uQKrGwq8Q,Taco Bell,Clearwater,FL,2.0,Mexican
E7o4aotajsAT0DzB66skyg,Pita King Express,Tucson,AZ,4.5,Greek
JlM5Kebo4fiIXx30DMk1mQ,Ascolese's,Tucson,AZ,3.5,Italian
uw81ROh3A3sw2kZ346u18g,Skyline Club - Indianapolis,Indianapolis,IN,3.5,American
oFYqL4RgThCupYhumEc1KQ,Seminole Lanes Inc,Seminole,FL,3.5,American
lvU0w6fzxbzYKYtBnbCv5w,Burgerim,Brandon,FL,2.5,American
aTHqsBXlXNeyGbEbSTTGFQ,Golden Bowl,Ardmore,PA,3.5,Chinese
CpaCtUbaj4rXglg8604r4Q,QDOBA Mexican Eats,Avon,IN,3.0,Mexican
suc1V5pb3eqJv60dgL9q_g,OEC Japanese Express,St. Petersburg,FL,4.0,Japanese
VEFwpUStGOq5s0LPUvktMw,Mr Gyro's,Indianapolis,IN,4.0,Greek
n8ByXuU5_5jbOx5cC9VNZg,Russo's Pizza,New Hope,PA,4.5,Italian
XRZaQ9-jEJobDnFzFbHheQ,Damas Mediterranean Grill,Exton,PA,4.5,Mediterranean
KbhKbjG7fVM2vTtO3qbe0w,Chaatable,Nashville,TN,4.0,Indian
hEoHY9Eqc7X5m-iI2CG2SA,Buffalo Wild Wings,Edwardsville,IL,3.0,American
ZI3j_5yQo63jGLoYj2XfgQ,The Greek Taverna,Tucson,AZ,3.0,Greek
0Lsuuvz1_qdspiwBehdszg,Las Cabanas,Camden,NJ,3.5,Mexican
4WAgExw8IOQ_mcN1DUy4Iw,Benjamin's On 10th,Wilmington,DE,4.0,American
hpT2fJQkRPAo5I_ZeYWknw,Hooked Seafood Bar,Saint Louis,MO,3.5,American
Qki5LF9vIN7KPM3gn2WkJQ,On The Alley - Goleta,Goleta,CA,4.0,American
dKuyGAWF7ghBLbZAZIBC3Q,Carmelita's Taqueria,Reno,NV,4.0,Mexican
_JdLaC6GVKjTR-hRGJHgOg,Salem Oak Diner,Salem,NJ,4.0,American
RTpL_IlOagg7YW7E2PKT4A,El Guadalajara,Franklin,TN,3.5,Mexican
Co47eJ287hxR-9iqhnswcw,Twisted Soul Restaurant & Bar,Wilmington,DE,3.5,American
PHSda9zEwtFicCICD6TP1A,Luna Grill,Santa Barbara,CA,4.0,Greek
YytGMpwVXz45T0ihSG2Scg,Suki Hana,Moorestown,NJ,4.0,Japanese
OttyLlslpg9fAW3pYbZjUA,Mr Currys India Restaurant,Edwardsville,IL,4.0,Indian
9gC4jaqjByuSh7AeSPE8kg,Farmhouse Tavern,Doylestown,PA,4.0,American
OL9ziZsbpY8Ck4PVBTzCIg,Pearl's Oyster Bar,St. Charles,MO,4.0,Italian
xz_RcwDtr8_nHWnSj-oU-A,Saladworks,Philadelphia,PA,2.5,American
Ma63jBFq7j2EvpaNBzBP-A,China Moon,Downingtown,PA,3.0,Chinese
RtmrqFKEtcJJdUkQEiSqDw,Brasserie Perrier,Philadelphia,PA,3.5,French
OPaWpVZ_Uup0T_7tGAkLOQ,Thai Cafe,Tampa,FL,3.5,Thai
S2XX-JCKWjcR1UHClZnn6w,Lee Roy Selmon's Restaurant,Tampa,FL,3.5,American
5dKDUPQaC7aMxqzMUsKXIg,Cellar House,St Louis,MO,5.0,American
ra6Ejpr6Y5nJL1Um6pzTdg,Mustard Greens Restaurant,Philadelphia,PA,4.0,Chinese
Zxr0o83EgGQcf6wnS7dUXw,Jin House,Philadelphia,PA,3.0,Chinese
KdNQZQaMd4rKjNphqGHX6A,Kahuna Grill,Goleta,CA,4.0,Hawaiian
giALugMCSQ7Tq_0xl1Bpjw,HUE,Indianapolis,IN,3.0,American
lUMn7wgM-frtkxg5WuYUDg,Plum's Upper Room,Zionsville,IN,3.5,French
i-FcfJpx8COXHJuj4PFb3Q,Azione,Philadelphia,PA,2.0,Italian
rSKFp8Wdi_gZUsIwAk5Ddg,Chihuahua Mexican Grill,Tampa,FL,4.0,Mexican
10B8LifXfBtMLbrYzTOy1A,Choice Saint Louis,Clayton,MO,4.0,American
kxKai8GE5oDMPevV7oxvbA,Tequilas Restaurant,Philadelphia,PA,4.0,Mexican
JnJzamlUgYY37uzf5Nav9A,Little Tokyo,Metairie,LA,3.5,Japanese
ZOEjRkMNBFDqzuq0MZVg8g,Freddy's Frozen Custard & Steakburgers,Florissant,MO,3.0,American
mJ18FViO3b5_qX1WJwOl9A,Don Chencho Mexican Restaurant,Granite City,IL,3.5,Mexican
0hPp_rLhzOVZ0YRbojvSeQ,Montesini Pizza,Philadelphia,PA,4.0,Italian
vbJlMZlABeMao3eEjCAGMA,Woody's Grille & Spirits,Sparks,NV,4.0,American
TWwN0AzD_GhAw9_ikBE7dQ,Romano's Macaroni Grill,Tucson,AZ,3.0,Italian
Lp7L4FgsRwmlRpEgLD7pxQ,Mala Luna,Boise,ID,5.0,American
7zVlXkudkfhE9oZjtp_1IA,Grape Leaf Express -Tampa,Tampa,FL,4.0,Mediterranean
99dN-202N0EzRqdaOA_eRQ,Barcadia,New Orleans,LA,3.0,American
a8CrdVtlfa3JDoC_ADW8dA,Señor Tequila Mexican Restaurant - Tampa,Tampa,FL,4.0,Mexican
ysFWQ_XGmiN_sOgHmxKySQ,Pizza Hut,Cahokia,IL,1.5,Italian
LtaJ8EoTpeNsEK9miLKNNg,Ruby Tuesday,Pottstown,PA,3.0,American
5FrKBCTmM__E3OS5AEwQdQ,Illiano Cucina,Medford,NJ,4.5,Mediterranean
n-nLjX38SZ304Lw3iGXoZw,Thai Paradise,Indianapolis,IN,4.0,Thai
bQ_R0bLvTWS4jHsF66MnZg,Moe's Southwest Grill,Tampa,FL,3.0,Mexican
DNvMHI_X3PEi9vTmMHO0Yg,TGI Fridays,New Castle,DE,2.0,American
s7A2w90cVgFIsgXeDFFrcw,Arnieri's Pizzeria,Riverside,NJ,4.5,Italian
2UQYhQ4fzQX3BnHgrMbRjw,Sake Sake,Harvey,LA,4.0,Japanese
VNMnczVaPRkOLqASfOxPeg,Main Street Pub & Eatery,Hendersonville,TN,4.5,American
UU9jmX08ZRU9DLI36wsKnA,Luke's,Tucson,AZ,3.5,Italian
EJs3jlOFXFnubHJzV0FJjA,Queen of Sheba,Saint Louis,MO,4.5,African
Lj0oSzrim8zGPozHbfbLyA,Denny's,Green Valley,AZ,2.5,American
iAE5tMDs1XSudlEzG-Z3aA,Spice Avenue,Santa Barbara,CA,3.5,Indian
rmXPAS-Ad3KDnu_p9SguVQ,Tokyo Sushi Bar,Tampa,FL,4.0,Japanese
3AuBDzor1qexJ5BM06M8rQ,Fausto's Bistro,Metairie,LA,4.0,Italian
88zDw9OjqiR17sGDA5iagw,Sakana Sushi Asian Fusion Restaurant,New Britain,PA,3.5,Chinese
ETIyqDHJtwX3YUChlLAYtg,La Cocinita Food Truck,New Orleans,LA,4.0,Mexican
_27_xPY4rCw1JEvz3VolCQ,Singha Thai Viet Restaurant,Tampa,FL,3.5,Vietnamese
NQnvzw_DvTdJuRWutJ_0Sg,Panda,Saint Louis,MO,4.0,Chinese
loKMBVzemBJN0RMGwW8K8w,Baba Olga's Cafe & Supper Club,Philadelphia,PA,4.5,American
b9d9X2yhzxSVEbz_JIY_uA,Zasu,New Orleans,LA,4.5,American
RafsOHGD8SO_xc5Zljgbdg,Sonny's BBQ,New Port Richey,FL,3.5,American
o5mH5Ric16JQB3cewSrZdQ,Smiley's Deli,Saint Petersburg,FL,5.0,American
Gdxuzb8s0yvb81Wa-ZFiHA,El Negro De Oro Restaurant,Hamilton Township,NJ,4.5,Spanish
qa-CZKEwd8eQcNdXXnLlzA,Zoes Kitchen,Metairie,LA,3.5,Greek
vTDny8YlztkSRHUNUBmgqw,Portofino Mediterranean Grill,Clearwater,FL,4.5,Mediterranean
M-ZZiixj7y5nbv7D2AGgfA,Taco Bell,Hendersonville,TN,1.5,Mexican
EegNFBB2WIxv9iOOiTifxw,KORI,Lansdale,PA,4.5,Korean
qdNRNugi-XWYFJ4N3DnInw,5 Points,Nashville,TN,4.0,American
KMHsCQx4pRqIMdY7mWHOCQ,Brick River Cider Company,Saint Louis,MO,4.0,American
qABtK9iRYJ2IiHV2iZ74Hg,St Louis Gyros,Manchester,MO,3.5,Greek
2h10228FGBXalIvesfeNQA,Taqueria El Dolar,Nashville,TN,4.5,Mexican
NVXSRMp6lndpQDs_09FHqQ,Cosmos Family Restaurant,Holiday,FL,2.5,American
BnuzcebyB1AfxH0kjNWqSg,Carrabba's Italian Grill,Frazer,PA,3.5,Italian
cQAH1C_t4RMsT2fQIGrDFw,Panda Restaurant,Saint Louis,MO,4.0,Chinese
B8BLN0UaicCHZbBjfAqD9g,Sun Ishi,Horsham,PA,3.5,Thai
KRitEKcE6ZDeget3GGRTsw,Harbor Asian Restaurant,Atco,NJ,4.0,Chinese
5kYGCrNqAEV2UeWTc5GZ1g,Sammy Scott's,Saint Louis,MO,3.5,American
pk8P7R4mKiIGTvpRwt4x_A,Taco Bell,Franklin,TN,3.0,Mexican
42iv8H7NqN1f9fSz_NPf4g,El Boom Catracho,Philadelphia,PA,5.0,Spanish
Gmj8oyfKmr0ezXaB2XVuOg,Taquería y Birrieria Arandas,Nashville,TN,5.0,Mexican
gtuoRlBPqoTIEPrcfbIP-g,Korea House,Tucson,AZ,4.0,Korean
zBfYuwdybeMHfLuUbO1Ung,Pancho & Willie's Cantina,Sparks,NV,3.5,Mexican
gnCHu-4U4LfpEDuIKcMjmw,The Little Greek Deli,Reno,NV,4.0,Greek
ajGUFDANNSnqUoLvZPCcPw,Mace's Crossing,Philadelphia,PA,3.0,American
ebeyTymni8X8v1gEHgtuaw,First Wok Buffet,Saint Louis,MO,2.0,Chinese
S_xC9Xf3FNm1Bz6DCLmSuQ,Breadeaux Pizza,Millstadt,IL,4.0,Italian
nqtN0rfuL6rbi019H0sZCg,Armitage Wine Lounge & Cafe,Tucson,AZ,3.5,American
5uoRXyHxs6nH_ORItDCoaQ,Sake Sushi Hibachi House,Kenner,LA,3.5,Japanese
7hIBLLQGYc69U5Tp5eHoMQ,La Gardenia,Collinsville,IL,4.0,Mexican
NxaNxtANwgBM9G1vhUQiMQ,The Copa Bar & Grill,Reno,NV,3.5,American
b06mEoZMqTxhqoR7rArm9A,Nola Pho Life,New Orleans,LA,5.0,Vietnamese
TiQpBQtVQOuLFP6IoBWK8g,Thang Long Vietnamese Food,Pinellas Park,FL,3.5,Vietnamese
AFeKrByZAqzy8yeCDuP0Lw,Ruby Tuesday,Oldsmar,FL,2.5,American
2s8ZpU11kCD9O6bY-NAaTw,Gulfport Cafe,Gulfport,FL,4.5,American
uYMVRPYEqpmVXWN2xOs5KQ,Cooper's Hawk Winery & Restaurants - Tampa,Tampa,FL,4.0,American
t3PkHzVTvPA8qRxKe9TIkQ,Booker's Restaurant and Bar,Philadelphia,PA,3.5,American
CSCiAmyh5veo4C3jkwjWqA,St Louis Kitchen,Maplewood,MO,3.0,Chinese
_W68O1txBhPTngnM0xqw9A,Village Inn,Largo,FL,3.5,American
31U0rqVqWE1-lP9h3bP_mQ,Hardee's,Indianapolis,IN,3.0,American
e7lDxjbPfLfsxIDoJczccg,Ravanelli's,O'Fallon,IL,3.0,Italian
u5ut1O3T5m22ly6EATA6mQ,Hong Kong Express,Sparks,NV,3.5,Chinese
1TaK6YyZl0kFiK4svBVHEg,Thai Sweet,Greenwood,IN,4.0,Thai
wjJ4QBThuRUAz3m5-Wqxkg,Ambassador,Philadelphia,PA,4.0,Mediterranean
0dKjWJG5X9YGTNoFCfNedA,Mario & Franks 1,Florence,NJ,3.5,Italian
FbTlPul0byYrG953tRCaXA,Center Point Barbecue,Hendersonville,TN,4.0,American
HyO7fYnAtLh4dNkOJZztvg,Passage To India,Indianapolis,IN,4.0,Indian
qftbJ--kQU0jqmn4nNaqDA,Big Juan's,Tucson,AZ,2.5,Mexican
AodOl1tvAKi6QHKCnyWwng,Denny's,Goleta,CA,3.0,American
0w5CGasMnBI0R9tW7xxhAw,Peg's Glorified Ham and Eggs,Sparks,NV,4.0,American
t7kC6akI_IDBiDGjU3egyA,Truckee River Bar & Grill II,Reno,NV,3.5,American
m8oP_0XLWh6YaLDGPGiaKg,Original Pizza,Indian Shores,FL,4.0,Italian
6GeezpXz_jYeVnt450fOKg,The Garage on 4th,Tucson,AZ,4.0,Mexican
pzYjWGtDZtzNiU7-Kwoebw,QDOBA Mexican Eats,Cherry Hill,NJ,3.5,Mexican
DV0BJwh9qzPqcxufrA_7ag,Sam's to Go - Milpas,Santa Barbara,CA,3.0,American
3RJbZk_yDY7D62Xt9t88IA,Siam Thai Restaurant,Tampa,FL,4.0,Thai
VqmbGJ6BY530hOlVcLjvqg,Sake Mian,Ardmore,PA,4.0,Japanese
Cwz2B0bXZXwCZ6Ru9-P6UA,Miracles Jamaican Restaurant and Bakery,Philadelphia,PA,2.5,African
LuHb5HCrsGKN5VvekMOmuQ,No 1 Chinese Restaurant,Nashville,TN,2.5,Chinese
KBzvDydaFaE-E8G2NU2yyg,Casa D'Amico,Stratford,NJ,3.5,Italian
lxbCOOp-sWnpLBg27Z2HYg,Tijuana Flats,Tampa,FL,4.0,Mexican
p7dn4kf-khGTPmWA8vVaBw,Jordans Fish and Chicken,Indianapolis,IN,3.5,American
t7ne_sGR3weuuzaPzxk6kg,The Stadium,New Port Richey,FL,3.5,American
-qYXBFmJMS56Y98sepw4GA,Cibo By Illiano,Cherry Hill,NJ,5.0,Italian
Jcj9wXwRFS7B-YiaSAp4gA,Jack in the Box,Meridian,ID,3.0,Mexican
B1OjiK9Bx5t_mIm9I6mZ-Q,Pho Kien Giang,Pinellas Park,FL,4.5,Vietnamese
